"intersection_id","tollgate_id","time_window","avg_travel_time"
"A","3","[2016-09-12 08:00:00,2016-09-12 09:00:00)","131.42"
"A","3","[2016-09-12 09:00:00,2016-09-12 10:00:00)","125.67"
"A","3","[2016-09-12 10:00:00,2016-09-12 11:00:00)","107.49"
"A","3","[2016-09-12 11:00:00,2016-09-12 12:00:00)","97.16"
"A","3","[2016-09-12 12:00:00,2016-09-12 13:00:00)","101.94"
"A","3","[2016-09-12 13:00:00,2016-09-12 14:00:00)","114.3"
"A","3","[2016-09-12 14:00:00,2016-09-12 15:00:00)","114.3"
"A","3","[2016-09-12 15:00:00,2016-09-12 16:00:00)","108.92"
"A","3","[2016-09-12 16:00:00,2016-09-12 17:00:00)","99.84"
"A","3","[2016-09-12 17:00:00,2016-09-12 18:00:00)","118.07"
"A","3","[2016-09-12 18:00:00,2016-09-12 19:00:00)","111.19"
"A","3","[2016-09-12 19:00:00,2016-09-12 20:00:00)","107.58"
"A","3","[2016-09-12 20:00:00,2016-09-12 21:00:00)","124.53"
"A","3","[2016-09-12 21:00:00,2016-09-12 22:00:00)","139.61"
"A","3","[2016-09-12 22:00:00,2016-09-12 23:00:00)","98.78"
"A","3","[2016-09-12 23:00:00,2016-09-13 00:00:00)","154.03"
"A","3","[2016-09-13 00:00:00,2016-09-13 01:00:00)","97.88"
"A","3","[2016-09-13 01:00:00,2016-09-13 02:00:00)","75.98"
"A","3","[2016-09-13 03:00:00,2016-09-13 04:00:00)","67.26"
"A","3","[2016-09-13 05:00:00,2016-09-13 06:00:00)","133.23"
"A","3","[2016-09-13 06:00:00,2016-09-13 07:00:00)","120.04"
"A","3","[2016-09-13 07:00:00,2016-09-13 08:00:00)","126.64"
"A","3","[2016-09-13 08:00:00,2016-09-13 09:00:00)","127.4"
"A","3","[2016-09-13 09:00:00,2016-09-13 10:00:00)","120.74"
"A","3","[2016-09-13 10:00:00,2016-09-13 11:00:00)","135.84"
"A","3","[2016-09-13 11:00:00,2016-09-13 12:00:00)","116.84"
"A","3","[2016-09-13 12:00:00,2016-09-13 13:00:00)","186.99"
"A","3","[2016-09-13 13:00:00,2016-09-13 14:00:00)","111.57"
"A","3","[2016-09-13 14:00:00,2016-09-13 15:00:00)","102.13"
"A","3","[2016-09-13 15:00:00,2016-09-13 16:00:00)","109.32"
"A","3","[2016-09-13 16:00:00,2016-09-13 17:00:00)","109.8"
"A","3","[2016-09-13 17:00:00,2016-09-13 18:00:00)","116.31"
"A","3","[2016-09-13 18:00:00,2016-09-13 19:00:00)","124.09"
"A","3","[2016-09-13 19:00:00,2016-09-13 20:00:00)","107.28"
"A","3","[2016-09-13 20:00:00,2016-09-13 21:00:00)","106.64"
"A","3","[2016-09-13 21:00:00,2016-09-13 22:00:00)","103.98"
"A","3","[2016-09-13 22:00:00,2016-09-13 23:00:00)","111.15"
"A","3","[2016-09-13 23:00:00,2016-09-14 00:00:00)","109.73"
"A","3","[2016-09-14 00:00:00,2016-09-14 01:00:00)","108.07"
"A","3","[2016-09-14 01:00:00,2016-09-14 02:00:00)","141.71"
"A","3","[2016-09-14 02:00:00,2016-09-14 03:00:00)","89.49"
"A","3","[2016-09-14 03:00:00,2016-09-14 04:00:00)","109.49"
"A","3","[2016-09-14 04:00:00,2016-09-14 05:00:00)","109.86"
"A","3","[2016-09-14 05:00:00,2016-09-14 06:00:00)","97.45"
"A","3","[2016-09-14 06:00:00,2016-09-14 07:00:00)","100.3"
"A","3","[2016-09-14 07:00:00,2016-09-14 08:00:00)","117.59"
"A","3","[2016-09-14 08:00:00,2016-09-14 09:00:00)","135.5"
"A","3","[2016-09-14 09:00:00,2016-09-14 10:00:00)","121.84"
"A","3","[2016-09-14 10:00:00,2016-09-14 11:00:00)","126.17"
"A","3","[2016-09-14 11:00:00,2016-09-14 12:00:00)","142.79"
"A","3","[2016-09-14 12:00:00,2016-09-14 13:00:00)","133.9"
"A","3","[2016-09-14 13:00:00,2016-09-14 14:00:00)","146.28"
"A","3","[2016-09-14 14:00:00,2016-09-14 15:00:00)","144.81"
"A","3","[2016-09-14 15:00:00,2016-09-14 16:00:00)","159.83"
"A","3","[2016-09-14 16:00:00,2016-09-14 17:00:00)","141.76"
"A","3","[2016-09-14 17:00:00,2016-09-14 18:00:00)","129.91"
"A","3","[2016-09-14 18:00:00,2016-09-14 19:00:00)","111.04"
"A","3","[2016-09-14 19:00:00,2016-09-14 20:00:00)","120.7"
"A","3","[2016-09-14 20:00:00,2016-09-14 21:00:00)","112.26"
"A","3","[2016-09-14 21:00:00,2016-09-14 22:00:00)","147.07"
"A","3","[2016-09-14 22:00:00,2016-09-14 23:00:00)","102.79"
"A","3","[2016-09-14 23:00:00,2016-09-15 00:00:00)","85.75"
"A","3","[2016-09-15 00:00:00,2016-09-15 01:00:00)","84.08"
"A","3","[2016-09-15 01:00:00,2016-09-15 02:00:00)","78.46"
"A","3","[2016-09-15 02:00:00,2016-09-15 03:00:00)","25.87"
"A","3","[2016-09-15 03:00:00,2016-09-15 04:00:00)","453.42"
"A","3","[2016-09-15 04:00:00,2016-09-15 05:00:00)","103.62"
"A","3","[2016-09-15 05:00:00,2016-09-15 06:00:00)","95.97"
"A","3","[2016-09-15 06:00:00,2016-09-15 07:00:00)","102.34"
"A","3","[2016-09-15 07:00:00,2016-09-15 08:00:00)","101.17"
"A","3","[2016-09-15 08:00:00,2016-09-15 09:00:00)","131.16"
"A","3","[2016-09-15 09:00:00,2016-09-15 10:00:00)","111.35"
"A","3","[2016-09-15 10:00:00,2016-09-15 11:00:00)","96.11"
"A","3","[2016-09-15 11:00:00,2016-09-15 12:00:00)","122.77"
"A","3","[2016-09-15 12:00:00,2016-09-15 13:00:00)","103.23"
"A","3","[2016-09-15 13:00:00,2016-09-15 14:00:00)","104.04"
"A","3","[2016-09-15 14:00:00,2016-09-15 15:00:00)","127.74"
"A","3","[2016-09-15 15:00:00,2016-09-15 16:00:00)","264.71"
"A","3","[2016-09-15 16:00:00,2016-09-15 17:00:00)","124.93"
"A","3","[2016-09-15 17:00:00,2016-09-15 18:00:00)","114.23"
"A","3","[2016-09-15 18:00:00,2016-09-15 19:00:00)","126.01"
"A","3","[2016-09-15 19:00:00,2016-09-15 20:00:00)","132.56"
"A","3","[2016-09-15 20:00:00,2016-09-15 21:00:00)","172.16"
"A","3","[2016-09-15 21:00:00,2016-09-15 22:00:00)","152.69"
"A","3","[2016-09-15 22:00:00,2016-09-15 23:00:00)","127.98"
"A","3","[2016-09-15 23:00:00,2016-09-16 00:00:00)","204.62"
"A","3","[2016-09-16 02:00:00,2016-09-16 03:00:00)","72.23"
"A","3","[2016-09-16 04:00:00,2016-09-16 05:00:00)","116.75"
"A","3","[2016-09-16 05:00:00,2016-09-16 06:00:00)","90.77"
"A","3","[2016-09-16 06:00:00,2016-09-16 07:00:00)","80.12"
"A","3","[2016-09-16 07:00:00,2016-09-16 08:00:00)","104.52"
"A","3","[2016-09-16 08:00:00,2016-09-16 09:00:00)","117.14"
"A","3","[2016-09-16 09:00:00,2016-09-16 10:00:00)","102.15"
"A","3","[2016-09-16 10:00:00,2016-09-16 11:00:00)","109.11"
"A","3","[2016-09-16 11:00:00,2016-09-16 12:00:00)","97.73"
"A","3","[2016-09-16 12:00:00,2016-09-16 13:00:00)","97.3"
"A","3","[2016-09-16 13:00:00,2016-09-16 14:00:00)","115.1"
"A","3","[2016-09-16 14:00:00,2016-09-16 15:00:00)","117.75"
"A","3","[2016-09-16 15:00:00,2016-09-16 16:00:00)","101.0"
"A","3","[2016-09-16 16:00:00,2016-09-16 17:00:00)","113.03"
"A","3","[2016-09-16 17:00:00,2016-09-16 18:00:00)","113.13"
"A","3","[2016-09-16 18:00:00,2016-09-16 19:00:00)","107.26"
"A","3","[2016-09-16 19:00:00,2016-09-16 20:00:00)","106.1"
"A","3","[2016-09-16 20:00:00,2016-09-16 21:00:00)","122.77"
"A","3","[2016-09-16 21:00:00,2016-09-16 22:00:00)","99.22"
"A","3","[2016-09-16 22:00:00,2016-09-16 23:00:00)","85.39"
"A","3","[2016-09-16 23:00:00,2016-09-17 00:00:00)","81.33"
"A","3","[2016-09-17 00:00:00,2016-09-17 01:00:00)","90.99"
"A","3","[2016-09-17 01:00:00,2016-09-17 02:00:00)","98.01"
"A","3","[2016-09-17 02:00:00,2016-09-17 03:00:00)","116.31"
"A","3","[2016-09-17 04:00:00,2016-09-17 05:00:00)","85.55"
"A","3","[2016-09-17 05:00:00,2016-09-17 06:00:00)","97.75"
"A","3","[2016-09-17 06:00:00,2016-09-17 07:00:00)","101.15"
"A","3","[2016-09-17 07:00:00,2016-09-17 08:00:00)","95.4"
"A","3","[2016-09-17 08:00:00,2016-09-17 09:00:00)","99.15"
"A","3","[2016-09-17 09:00:00,2016-09-17 10:00:00)","121.45"
"A","3","[2016-09-17 10:00:00,2016-09-17 11:00:00)","118.43"
"A","3","[2016-09-17 11:00:00,2016-09-17 12:00:00)","99.07"
"A","3","[2016-09-17 12:00:00,2016-09-17 13:00:00)","110.11"
"A","3","[2016-09-17 13:00:00,2016-09-17 14:00:00)","118.11"
"A","3","[2016-09-17 14:00:00,2016-09-17 15:00:00)","160.8"
"A","3","[2016-09-17 15:00:00,2016-09-17 16:00:00)","161.62"
"A","3","[2016-09-17 16:00:00,2016-09-17 17:00:00)","147.92"
"A","3","[2016-09-17 17:00:00,2016-09-17 18:00:00)","128.92"
"A","3","[2016-09-17 18:00:00,2016-09-17 19:00:00)","127.9"
"A","3","[2016-09-17 19:00:00,2016-09-17 20:00:00)","124.3"
"A","3","[2016-09-17 20:00:00,2016-09-17 21:00:00)","110.69"
"A","3","[2016-09-17 21:00:00,2016-09-17 22:00:00)","103.92"
"A","3","[2016-09-17 22:00:00,2016-09-17 23:00:00)","94.12"
"A","3","[2016-09-17 23:00:00,2016-09-18 00:00:00)","157.55"
"A","3","[2016-09-18 00:00:00,2016-09-18 01:00:00)","71.34"
"A","3","[2016-09-18 01:00:00,2016-09-18 02:00:00)","79.48"
"A","3","[2016-09-18 03:00:00,2016-09-18 04:00:00)","91.35"
"A","3","[2016-09-18 04:00:00,2016-09-18 05:00:00)","102.91"
"A","3","[2016-09-18 05:00:00,2016-09-18 06:00:00)","80.4"
"A","3","[2016-09-18 06:00:00,2016-09-18 07:00:00)","102.77"
"A","3","[2016-09-18 07:00:00,2016-09-18 08:00:00)","136.09"
"A","3","[2016-09-18 08:00:00,2016-09-18 09:00:00)","154.4"
"A","3","[2016-09-18 09:00:00,2016-09-18 10:00:00)","149.35"
"A","3","[2016-09-18 10:00:00,2016-09-18 11:00:00)","101.28"
"A","3","[2016-09-18 11:00:00,2016-09-18 12:00:00)","107.71"
"A","3","[2016-09-18 12:00:00,2016-09-18 13:00:00)","94.74"
"A","3","[2016-09-18 13:00:00,2016-09-18 14:00:00)","104.79"
"A","3","[2016-09-18 14:00:00,2016-09-18 15:00:00)","95.34"
"A","3","[2016-09-18 15:00:00,2016-09-18 16:00:00)","118.52"
"A","3","[2016-09-18 16:00:00,2016-09-18 17:00:00)","104.71"
"A","3","[2016-09-18 17:00:00,2016-09-18 18:00:00)","101.88"
"A","3","[2016-09-18 18:00:00,2016-09-18 19:00:00)","121.95"
"A","3","[2016-09-18 19:00:00,2016-09-18 20:00:00)","115.95"
"A","3","[2016-09-18 20:00:00,2016-09-18 21:00:00)","105.63"
"A","3","[2016-09-18 21:00:00,2016-09-18 22:00:00)","90.88"
"A","3","[2016-09-18 22:00:00,2016-09-18 23:00:00)","85.09"
"A","3","[2016-09-18 23:00:00,2016-09-19 00:00:00)","145.87"
"A","3","[2016-09-19 00:00:00,2016-09-19 01:00:00)","120.61"
"A","3","[2016-09-19 01:00:00,2016-09-19 02:00:00)","118.58"
"A","3","[2016-09-19 02:00:00,2016-09-19 03:00:00)","132.41"
"A","3","[2016-09-19 05:00:00,2016-09-19 06:00:00)","108.82"
"A","3","[2016-09-19 06:00:00,2016-09-19 07:00:00)","100.9"
"A","3","[2016-09-19 07:00:00,2016-09-19 08:00:00)","118.19"
"A","3","[2016-09-19 08:00:00,2016-09-19 09:00:00)","124.72"
"A","3","[2016-09-19 09:00:00,2016-09-19 10:00:00)","171.34"
"A","3","[2016-09-19 10:00:00,2016-09-19 11:00:00)","148.24"
"A","3","[2016-09-19 11:00:00,2016-09-19 12:00:00)","105.46"
"A","3","[2016-09-19 12:00:00,2016-09-19 13:00:00)","94.75"
"A","3","[2016-09-19 13:00:00,2016-09-19 14:00:00)","130.29"
"A","3","[2016-09-19 14:00:00,2016-09-19 15:00:00)","110.37"
"A","3","[2016-09-19 15:00:00,2016-09-19 16:00:00)","111.96"
"A","3","[2016-09-19 16:00:00,2016-09-19 17:00:00)","105.93"
"A","3","[2016-09-19 17:00:00,2016-09-19 18:00:00)","124.73"
"A","3","[2016-09-19 18:00:00,2016-09-19 19:00:00)","113.28"
"A","3","[2016-09-19 19:00:00,2016-09-19 20:00:00)","114.51"
"A","3","[2016-09-19 20:00:00,2016-09-19 21:00:00)","103.98"
"A","3","[2016-09-19 21:00:00,2016-09-19 22:00:00)","106.79"
"A","3","[2016-09-19 22:00:00,2016-09-19 23:00:00)","177.05"
"A","3","[2016-09-19 23:00:00,2016-09-20 00:00:00)","110.61"
"A","3","[2016-09-20 00:00:00,2016-09-20 01:00:00)","108.86"
"A","3","[2016-09-20 01:00:00,2016-09-20 02:00:00)","97.14"
"A","3","[2016-09-20 02:00:00,2016-09-20 03:00:00)","73.63"
"A","3","[2016-09-20 03:00:00,2016-09-20 04:00:00)","38.46"
"A","3","[2016-09-20 04:00:00,2016-09-20 05:00:00)","80.79"
"A","3","[2016-09-20 05:00:00,2016-09-20 06:00:00)","104.94"
"A","3","[2016-09-20 06:00:00,2016-09-20 07:00:00)","110.97"
"A","3","[2016-09-20 07:00:00,2016-09-20 08:00:00)","110.29"
"A","3","[2016-09-20 08:00:00,2016-09-20 09:00:00)","129.68"
"A","3","[2016-09-20 09:00:00,2016-09-20 10:00:00)","125.67"
"A","3","[2016-09-20 10:00:00,2016-09-20 11:00:00)","108.9"
"A","3","[2016-09-20 11:00:00,2016-09-20 12:00:00)","113.76"
"A","3","[2016-09-20 12:00:00,2016-09-20 13:00:00)","107.52"
"A","3","[2016-09-20 13:00:00,2016-09-20 14:00:00)","112.52"
"A","3","[2016-09-20 14:00:00,2016-09-20 15:00:00)","111.57"
"A","3","[2016-09-20 15:00:00,2016-09-20 16:00:00)","107.0"
"A","3","[2016-09-20 16:00:00,2016-09-20 17:00:00)","98.27"
"A","3","[2016-09-20 17:00:00,2016-09-20 18:00:00)","117.72"
"A","3","[2016-09-20 18:00:00,2016-09-20 19:00:00)","119.77"
"A","3","[2016-09-20 19:00:00,2016-09-20 20:00:00)","119.7"
"A","3","[2016-09-20 20:00:00,2016-09-20 21:00:00)","109.29"
"A","3","[2016-09-20 21:00:00,2016-09-20 22:00:00)","133.84"
"A","3","[2016-09-20 22:00:00,2016-09-20 23:00:00)","102.16"
"A","3","[2016-09-20 23:00:00,2016-09-21 00:00:00)","121.78"
"A","3","[2016-09-21 00:00:00,2016-09-21 01:00:00)","128.72"
"A","3","[2016-09-21 01:00:00,2016-09-21 02:00:00)","86.45"
"A","3","[2016-09-21 02:00:00,2016-09-21 03:00:00)","24.61"
"A","3","[2016-09-21 03:00:00,2016-09-21 04:00:00)","104.45"
"A","3","[2016-09-21 04:00:00,2016-09-21 05:00:00)","150.89"
"A","3","[2016-09-21 05:00:00,2016-09-21 06:00:00)","99.24"
"A","3","[2016-09-21 06:00:00,2016-09-21 07:00:00)","122.32"
"A","3","[2016-09-21 07:00:00,2016-09-21 08:00:00)","115.22"
"A","3","[2016-09-21 08:00:00,2016-09-21 09:00:00)","115.49"
"A","3","[2016-09-21 09:00:00,2016-09-21 10:00:00)","169.38"
"A","3","[2016-09-21 10:00:00,2016-09-21 11:00:00)","106.66"
"A","3","[2016-09-21 11:00:00,2016-09-21 12:00:00)","102.54"
"A","3","[2016-09-21 12:00:00,2016-09-21 13:00:00)","104.14"
"A","3","[2016-09-21 13:00:00,2016-09-21 14:00:00)","99.37"
"A","3","[2016-09-21 14:00:00,2016-09-21 15:00:00)","102.49"
"A","3","[2016-09-21 15:00:00,2016-09-21 16:00:00)","96.39"
"A","3","[2016-09-21 16:00:00,2016-09-21 17:00:00)","106.66"
"A","3","[2016-09-21 17:00:00,2016-09-21 18:00:00)","104.68"
"A","3","[2016-09-21 18:00:00,2016-09-21 19:00:00)","114.39"
"A","3","[2016-09-21 19:00:00,2016-09-21 20:00:00)","122.39"
"A","3","[2016-09-21 20:00:00,2016-09-21 21:00:00)","108.64"
"A","3","[2016-09-21 21:00:00,2016-09-21 22:00:00)","104.25"
"A","3","[2016-09-21 22:00:00,2016-09-21 23:00:00)","96.68"
"A","3","[2016-09-21 23:00:00,2016-09-22 00:00:00)","117.87"
"A","3","[2016-09-22 00:00:00,2016-09-22 01:00:00)","100.61"
"A","3","[2016-09-22 03:00:00,2016-09-22 04:00:00)","118.64"
"A","3","[2016-09-22 04:00:00,2016-09-22 05:00:00)","81.2"
"A","3","[2016-09-22 05:00:00,2016-09-22 06:00:00)","95.89"
"A","3","[2016-09-22 06:00:00,2016-09-22 07:00:00)","106.46"
"A","3","[2016-09-22 07:00:00,2016-09-22 08:00:00)","105.98"
"A","3","[2016-09-22 08:00:00,2016-09-22 09:00:00)","124.14"
"A","3","[2016-09-22 09:00:00,2016-09-22 10:00:00)","113.72"
"A","3","[2016-09-22 10:00:00,2016-09-22 11:00:00)","96.31"
"A","3","[2016-09-22 11:00:00,2016-09-22 12:00:00)","109.71"
"A","3","[2016-09-22 12:00:00,2016-09-22 13:00:00)","101.93"
"A","3","[2016-09-22 13:00:00,2016-09-22 14:00:00)","105.5"
"A","3","[2016-09-22 14:00:00,2016-09-22 15:00:00)","90.53"
"A","3","[2016-09-22 15:00:00,2016-09-22 16:00:00)","113.22"
"A","3","[2016-09-22 16:00:00,2016-09-22 17:00:00)","120.66"
"A","3","[2016-09-22 17:00:00,2016-09-22 18:00:00)","116.86"
"A","3","[2016-09-22 18:00:00,2016-09-22 19:00:00)","114.2"
"A","3","[2016-09-22 19:00:00,2016-09-22 20:00:00)","139.78"
"A","3","[2016-09-22 20:00:00,2016-09-22 21:00:00)","98.84"
"A","3","[2016-09-22 21:00:00,2016-09-22 22:00:00)","91.01"
"A","3","[2016-09-22 22:00:00,2016-09-22 23:00:00)","97.58"
"A","3","[2016-09-22 23:00:00,2016-09-23 00:00:00)","110.26"
"A","3","[2016-09-23 00:00:00,2016-09-23 01:00:00)","120.42"
"A","3","[2016-09-23 01:00:00,2016-09-23 02:00:00)","119.29"
"A","3","[2016-09-23 02:00:00,2016-09-23 03:00:00)","95.08"
"A","3","[2016-09-23 03:00:00,2016-09-23 04:00:00)","97.57"
"A","3","[2016-09-23 04:00:00,2016-09-23 05:00:00)","82.56"
"A","3","[2016-09-23 05:00:00,2016-09-23 06:00:00)","62.68"
"A","3","[2016-09-23 06:00:00,2016-09-23 07:00:00)","114.06"
"A","3","[2016-09-23 07:00:00,2016-09-23 08:00:00)","158.21"
"A","3","[2016-09-23 08:00:00,2016-09-23 09:00:00)","127.31"
"A","3","[2016-09-23 09:00:00,2016-09-23 10:00:00)","149.9"
"A","3","[2016-09-23 10:00:00,2016-09-23 11:00:00)","109.01"
"A","3","[2016-09-23 11:00:00,2016-09-23 12:00:00)","105.99"
"A","3","[2016-09-23 12:00:00,2016-09-23 13:00:00)","107.86"
"A","3","[2016-09-23 13:00:00,2016-09-23 14:00:00)","90.92"
"A","3","[2016-09-23 14:00:00,2016-09-23 15:00:00)","110.31"
"A","3","[2016-09-23 15:00:00,2016-09-23 16:00:00)","103.21"
"A","3","[2016-09-23 16:00:00,2016-09-23 17:00:00)","116.95"
"A","3","[2016-09-23 17:00:00,2016-09-23 18:00:00)","98.9"
"A","3","[2016-09-23 18:00:00,2016-09-23 19:00:00)","117.59"
"A","3","[2016-09-23 19:00:00,2016-09-23 20:00:00)","119.02"
"A","3","[2016-09-23 20:00:00,2016-09-23 21:00:00)","89.6"
"A","3","[2016-09-23 21:00:00,2016-09-23 22:00:00)","92.23"
"A","3","[2016-09-23 22:00:00,2016-09-23 23:00:00)","97.88"
"A","3","[2016-09-23 23:00:00,2016-09-24 00:00:00)","91.48"
"A","3","[2016-09-24 00:00:00,2016-09-24 01:00:00)","76.88"
"A","3","[2016-09-24 01:00:00,2016-09-24 02:00:00)","67.31"
"A","3","[2016-09-24 02:00:00,2016-09-24 03:00:00)","126.69"
"A","3","[2016-09-24 03:00:00,2016-09-24 04:00:00)","90.3"
"A","3","[2016-09-24 05:00:00,2016-09-24 06:00:00)","82.44"
"A","3","[2016-09-24 06:00:00,2016-09-24 07:00:00)","101.16"
"A","3","[2016-09-24 07:00:00,2016-09-24 08:00:00)","102.4"
"A","3","[2016-09-24 08:00:00,2016-09-24 09:00:00)","122.62"
"A","3","[2016-09-24 09:00:00,2016-09-24 10:00:00)","134.99"
"A","3","[2016-09-24 10:00:00,2016-09-24 11:00:00)","212.61"
"A","3","[2016-09-24 11:00:00,2016-09-24 12:00:00)","138.06"
"A","3","[2016-09-24 12:00:00,2016-09-24 13:00:00)","126.33"
"A","3","[2016-09-24 13:00:00,2016-09-24 14:00:00)","126.55"
"A","3","[2016-09-24 14:00:00,2016-09-24 15:00:00)","156.76"
"A","3","[2016-09-24 15:00:00,2016-09-24 16:00:00)","143.74"
"A","3","[2016-09-24 16:00:00,2016-09-24 17:00:00)","151.63"
"A","3","[2016-09-24 17:00:00,2016-09-24 18:00:00)","147.63"
"A","3","[2016-09-24 18:00:00,2016-09-24 19:00:00)","127.93"
"A","3","[2016-09-24 19:00:00,2016-09-24 20:00:00)","129.26"
"A","3","[2016-09-24 20:00:00,2016-09-24 21:00:00)","104.86"
"A","3","[2016-09-24 21:00:00,2016-09-24 22:00:00)","112.69"
"A","3","[2016-09-24 22:00:00,2016-09-24 23:00:00)","100.7"
"A","3","[2016-09-24 23:00:00,2016-09-25 00:00:00)","115.58"
"A","3","[2016-09-25 00:00:00,2016-09-25 01:00:00)","92.89"
"A","3","[2016-09-25 01:00:00,2016-09-25 02:00:00)","111.1"
"A","3","[2016-09-25 02:00:00,2016-09-25 03:00:00)","101.28"
"A","3","[2016-09-25 03:00:00,2016-09-25 04:00:00)","79.69"
"A","3","[2016-09-25 04:00:00,2016-09-25 05:00:00)","174.18"
"A","3","[2016-09-25 05:00:00,2016-09-25 06:00:00)","114.62"
"A","3","[2016-09-25 06:00:00,2016-09-25 07:00:00)","94.71"
"A","3","[2016-09-25 07:00:00,2016-09-25 08:00:00)","117.59"
"A","3","[2016-09-25 08:00:00,2016-09-25 09:00:00)","135.67"
"A","3","[2016-09-25 09:00:00,2016-09-25 10:00:00)","243.4"
"A","3","[2016-09-25 10:00:00,2016-09-25 11:00:00)","177.41"
"A","3","[2016-09-25 11:00:00,2016-09-25 12:00:00)","160.33"
"A","3","[2016-09-25 12:00:00,2016-09-25 13:00:00)","113.32"
"A","3","[2016-09-25 13:00:00,2016-09-25 14:00:00)","143.52"
"A","3","[2016-09-25 14:00:00,2016-09-25 15:00:00)","160.35"
"A","3","[2016-09-25 15:00:00,2016-09-25 16:00:00)","111.37"
"A","3","[2016-09-25 16:00:00,2016-09-25 17:00:00)","128.84"
"A","3","[2016-09-25 17:00:00,2016-09-25 18:00:00)","131.11"
"A","3","[2016-09-25 18:00:00,2016-09-25 19:00:00)","121.14"
"A","3","[2016-09-25 19:00:00,2016-09-25 20:00:00)","115.52"
"A","3","[2016-09-25 20:00:00,2016-09-25 21:00:00)","95.15"
"A","3","[2016-09-25 21:00:00,2016-09-25 22:00:00)","97.71"
"A","3","[2016-09-25 22:00:00,2016-09-25 23:00:00)","107.1"
"A","3","[2016-09-25 23:00:00,2016-09-26 00:00:00)","86.7"
"A","3","[2016-09-26 00:00:00,2016-09-26 01:00:00)","79.43"
"A","3","[2016-09-26 01:00:00,2016-09-26 02:00:00)","58.42"
"A","3","[2016-09-26 03:00:00,2016-09-26 04:00:00)","92.62"
"A","3","[2016-09-26 04:00:00,2016-09-26 05:00:00)","101.09"
"A","3","[2016-09-26 05:00:00,2016-09-26 06:00:00)","107.83"
"A","3","[2016-09-26 06:00:00,2016-09-26 07:00:00)","170.09"
"A","3","[2016-09-26 07:00:00,2016-09-26 08:00:00)","220.73"
"A","3","[2016-09-26 08:00:00,2016-09-26 09:00:00)","393.35"
"A","3","[2016-09-26 09:00:00,2016-09-26 10:00:00)","271.5"
"A","3","[2016-09-26 10:00:00,2016-09-26 11:00:00)","120.88"
"A","3","[2016-09-26 11:00:00,2016-09-26 12:00:00)","103.76"
"A","3","[2016-09-26 12:00:00,2016-09-26 13:00:00)","92.0"
"A","3","[2016-09-26 13:00:00,2016-09-26 14:00:00)","110.93"
"A","3","[2016-09-26 14:00:00,2016-09-26 15:00:00)","165.65"
"A","3","[2016-09-26 15:00:00,2016-09-26 16:00:00)","92.61"
"A","3","[2016-09-26 16:00:00,2016-09-26 17:00:00)","108.05"
"A","3","[2016-09-26 17:00:00,2016-09-26 18:00:00)","103.48"
"A","3","[2016-09-26 18:00:00,2016-09-26 19:00:00)","111.86"
"A","3","[2016-09-26 19:00:00,2016-09-26 20:00:00)","119.06"
"A","3","[2016-09-26 20:00:00,2016-09-26 21:00:00)","118.57"
"A","3","[2016-09-26 21:00:00,2016-09-26 22:00:00)","96.69"
"A","3","[2016-09-26 22:00:00,2016-09-26 23:00:00)","94.33"
"A","3","[2016-09-26 23:00:00,2016-09-27 00:00:00)","109.6"
"A","3","[2016-09-27 00:00:00,2016-09-27 01:00:00)","82.02"
"A","3","[2016-09-27 01:00:00,2016-09-27 02:00:00)","91.55"
"A","3","[2016-09-27 02:00:00,2016-09-27 03:00:00)","86.96"
"A","3","[2016-09-27 03:00:00,2016-09-27 04:00:00)","199.62"
"A","3","[2016-09-27 04:00:00,2016-09-27 05:00:00)","93.8"
"A","3","[2016-09-27 05:00:00,2016-09-27 06:00:00)","69.2"
"A","3","[2016-09-27 06:00:00,2016-09-27 07:00:00)","109.37"
"A","3","[2016-09-27 07:00:00,2016-09-27 08:00:00)","171.93"
"A","3","[2016-09-27 08:00:00,2016-09-27 09:00:00)","172.31"
"A","3","[2016-09-27 09:00:00,2016-09-27 10:00:00)","138.9"
"A","3","[2016-09-27 10:00:00,2016-09-27 11:00:00)","115.13"
"A","3","[2016-09-27 11:00:00,2016-09-27 12:00:00)","117.73"
"A","3","[2016-09-27 12:00:00,2016-09-27 13:00:00)","92.7"
"A","3","[2016-09-27 13:00:00,2016-09-27 14:00:00)","109.46"
"A","3","[2016-09-27 14:00:00,2016-09-27 15:00:00)","112.18"
"A","3","[2016-09-27 15:00:00,2016-09-27 16:00:00)","107.73"
"A","3","[2016-09-27 16:00:00,2016-09-27 17:00:00)","123.14"
"A","3","[2016-09-27 17:00:00,2016-09-27 18:00:00)","107.34"
"A","3","[2016-09-27 18:00:00,2016-09-27 19:00:00)","118.77"
"A","3","[2016-09-27 19:00:00,2016-09-27 20:00:00)","96.33"
"A","3","[2016-09-27 20:00:00,2016-09-27 21:00:00)","130.97"
"A","3","[2016-09-27 21:00:00,2016-09-27 22:00:00)","98.01"
"A","3","[2016-09-27 22:00:00,2016-09-27 23:00:00)","110.87"
"A","3","[2016-09-27 23:00:00,2016-09-28 00:00:00)","75.2"
"A","3","[2016-09-28 00:00:00,2016-09-28 01:00:00)","106.13"
"A","3","[2016-09-28 01:00:00,2016-09-28 02:00:00)","105.11"
"A","3","[2016-09-28 02:00:00,2016-09-28 03:00:00)","119.05"
"A","3","[2016-09-28 03:00:00,2016-09-28 04:00:00)","234.73"
